Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1744.0,23.0,Male,Skirt,Clothing,72.0,Missouri,XL,Brown,Winter,3.3,No,Debit Card,Standard,,No,3.0,,Weekly
1745.0,57.0,Male,Sunglasses,Accessories,63.0,Michigan,L,Teal,Winter,3.0,No,PayPal,Standard,No,No,23.0,PayPal,Weekly
1746.0,40.0,Male,Skirt,Clothing,27.0,West Virginia,L,Red,Winter,3.6,No,Credit Card,Store Pickup,,No,27.0,Cash,Weekly
1747.0,65.0,Male,Handbag,Accessories,44.0,Alabama,L,Brown,Summer,,No,Bank Transfer,Store Pickup,No,No,44.0,Bank Transfer,Fortnightly
1748.0,61.0,Male,Coat,Outerwear,23.0,New Hampshire,M,Yellow,Winter,2.9,No,Cash,Express,No,No,41.0,Venmo,Quarterly
1749.0,34.0,Male,Skirt,,93.0,Montana,L,Teal,Winter,3.9,No,Bank Transfer,2-Day Shipping,No,No,41.0,,Annually
1750.0,43.0,Male,Hoodie,Clothing,,Wyoming,L,Pink,Fall,3.2,No,,2-Day Shipping,No,No,,Debit Card,Every 3 Months
1751.0,31.0,Male,Sunglasses,Accessories,85.0,Missouri,M,White,Fall,3.1,,,Express,No,No,38.0,Venmo,Every 3 Months
1752.0,57.0,Male,Sweater,Clothing,,Ohio,M,,Winter,3.2,No,PayPal,2-Day Shipping,No,,34.0,Cash,Annually
1753.0,34.0,Male,Boots,Footwear,29.0,South Dakota,L,Blue,Winter,3.3,No,Debit Card,Store Pickup,,No,14.0,Venmo,Quarterly
,25.0,Male,Skirt,Clothing,27.0,Colorado,L,Black,Fall,4.8,No,Venmo,Next Day Air,No,No,23.0,,Fortnightly
1755.0,66.0,,Dress,,93.0,Massachusetts,S,Beige,Fall,3.8,No,Debit Card,2-Day Shipping,No,No,18.0,Credit Card,Fortnightly
1756.0,,Male,Belt,Accessories,20.0,Delaware,XL,Charcoal,Spring,4.6,No,Cash,Next Day Air,No,No,45.0,Cash,Monthly
1757.0,49.0,Male,Jewelry,Accessories,55.0,,S,Cyan,Fall,2.8,No,PayPal,Free Shipping,No,No,14.0,Bank Transfer,Weekly
1758.0,19.0,Male,,Clothing,94.0,Michigan,L,Yellow,Fall,3.6,No,,,,No,48.0,Debit Card,
,27.0,,Hat,Accessories,56.0,Pennsylvania,M,Silver,Winter,4.3,No,Debit Card,Free Shipping,No,No,17.0,Venmo,Bi-Weekly
1760.0,68.0,Male,,Clothing,58.0,Louisiana,L,Green,Spring,,No,Venmo,Next Day Air,No,,1.0,,Weekly
1761.0,20.0,Male,Skirt,Clothing,44.0,Minnesota,XL,Peach,Spring,3.5,No,Credit Card,Standard,No,No,39.0,PayPal,Weekly
1762.0,21.0,Male,Hoodie,Clothing,95.0,Hawaii,,Green,Fall,4.9,No,PayPal,2-Day Shipping,No,No,24.0,Cash,Weekly
1763.0,36.0,,Sandals,,42.0,Idaho,M,Brown,Summer,3.1,No,Credit Card,Express,No,No,41.0,Bank Transfer,Fortnightly
1764.0,37.0,Male,Jewelry,Accessories,93.0,,,Lavender,Winter,3.9,No,Venmo,Store Pickup,No,No,28.0,PayPal,Annually
1765.0,61.0,Male,Dress,Clothing,,,M,Charcoal,Summer,3.0,No,PayPal,Store Pickup,No,No,34.0,Venmo,Quarterly
1766.0,68.0,Male,Hoodie,Clothing,88.0,New Mexico,M,Orange,Spring,4.1,No,Bank Transfer,2-Day Shipping,No,No,41.0,Venmo,Quarterly
1767.0,60.0,Male,Sweater,Clothing,54.0,Alaska,S,Cyan,Winter,4.3,No,Venmo,2-Day Shipping,No,,27.0,Cash,Bi-Weekly
1768.0,69.0,Male,Jewelry,Accessories,89.0,Minnesota,L,,Fall,3.8,No,PayPal,2-Day Shipping,No,No,46.0,Debit Card,Fortnightly
1769.0,25.0,Male,Sandals,Footwear,,Nebraska,M,Indigo,Summer,3.9,No,,2-Day Shipping,No,,2.0,PayPal,
1770.0,32.0,Male,Socks,Clothing,75.0,Alaska,L,Brown,,4.3,No,Credit Card,Free Shipping,No,No,45.0,Cash,Monthly
1771.0,53.0,Male,Backpack,Accessories,22.0,Michigan,M,Pink,Fall,4.3,No,Credit Card,Express,No,No,34.0,,Weekly
1772.0,46.0,,Shirt,Clothing,82.0,Indiana,XL,Turquoise,Fall,4.7,,Credit Card,Store Pickup,No,No,9.0,Credit Card,Annually
1773.0,,Male,Shoes,Footwear,34.0,Hawaii,M,Gold,Summer,3.1,No,PayPal,2-Day Shipping,No,,,,
1774.0,21.0,Male,Coat,Outerwear,92.0,,M,Blue,Summer,2.7,No,Cash,Free Shipping,No,,17.0,PayPal,Annually
1775.0,46.0,Male,Sweater,Clothing,78.0,,M,Lavender,,3.7,No,Bank Transfer,,No,No,6.0,,Weekly
1776.0,18.0,Male,Jacket,Outerwear,,Iowa,M,Violet,Spring,3.3,No,Bank Transfer,2-Day Shipping,No,No,12.0,Cash,Bi-Weekly
,56.0,,Jacket,Outerwear,64.0,Arizona,L,Cyan,Summer,3.4,No,Bank Transfer,,No,,10.0,Venmo,Every 3 Months
1778.0,18.0,,Sneakers,Footwear,44.0,Minnesota,L,Purple,Winter,4.7,No,Cash,Free Shipping,No,No,4.0,Cash,Fortnightly
1779.0,49.0,Male,Belt,Accessories,94.0,Texas,M,Red,Winter,4.9,No,,Store Pickup,No,No,8.0,Debit Card,Bi-Weekly
1780.0,29.0,Male,Scarf,Accessories,62.0,Virginia,M,Charcoal,Winter,,No,Bank Transfer,Free Shipping,No,No,41.0,Venmo,Weekly
1781.0,67.0,Male,Jewelry,Accessories,81.0,North Dakota,S,Gray,Summer,4.2,No,Cash,Next Day Air,,No,49.0,Credit Card,Weekly
1782.0,31.0,Male,T-shirt,Clothing,33.0,Iowa,M,Pink,Fall,,,PayPal,Express,No,No,49.0,,
1783.0,52.0,Male,Pants,Clothing,88.0,Utah,M,Lavender,Fall,2.7,No,Credit Card,Next Day Air,No,No,,Bank Transfer,Fortnightly
1784.0,42.0,Male,Handbag,Accessories,49.0,Ohio,L,,Winter,3.3,No,Cash,Free Shipping,No,No,30.0,Credit Card,Monthly
1785.0,32.0,Male,Backpack,Accessories,31.0,Louisiana,L,Yellow,Summer,4.8,,Cash,Standard,No,No,4.0,Debit Card,Quarterly
1786.0,47.0,Male,Gloves,Accessories,,Iowa,S,Peach,Fall,4.1,No,Bank Transfer,Next Day Air,,No,22.0,Venmo,Monthly
1787.0,45.0,Male,Jacket,Outerwear,34.0,Maryland,M,Brown,Spring,4.6,No,Debit Card,2-Day Shipping,No,No,22.0,Venmo,Monthly
1788.0,20.0,Male,Sweater,Clothing,38.0,Montana,L,Gold,Fall,,No,,2-Day Shipping,No,No,10.0,Bank Transfer,
1789.0,66.0,Male,Blouse,Clothing,41.0,,L,Pink,Summer,3.1,No,PayPal,Store Pickup,No,,23.0,Cash,Bi-Weekly
1790.0,52.0,Male,Blouse,Clothing,34.0,Arizona,L,Peach,Spring,3.0,No,PayPal,2-Day Shipping,No,No,43.0,Debit Card,Quarterly
1791.0,50.0,Male,Gloves,Accessories,26.0,North Carolina,S,Violet,Summer,3.7,No,,,No,No,31.0,PayPal,Bi-Weekly
1792.0,62.0,Male,,Clothing,98.0,Montana,S,Purple,Winter,4.0,No,Debit Card,Store Pickup,No,No,38.0,,Annually
1793.0,38.0,Male,Sneakers,Footwear,59.0,,M,Peach,Fall,3.0,No,Bank Transfer,Express,,No,22.0,Debit Card,Every 3 Months
1794.0,65.0,Male,Hat,Accessories,92.0,Iowa,S,White,Fall,3.8,No,Debit Card,Store Pickup,No,No,,Cash,Every 3 Months
1795.0,60.0,Male,Backpack,Accessories,40.0,Ohio,L,Indigo,,3.7,No,Bank Transfer,Express,No,No,21.0,Debit Card,
1796.0,68.0,Male,Jeans,Clothing,20.0,Wisconsin,S,,Fall,4.0,No,Debit Card,,No,No,9.0,Debit Card,Fortnightly
1797.0,62.0,Male,Skirt,Clothing,35.0,South Carolina,S,Brown,Spring,3.1,No,Debit Card,Store Pickup,No,,34.0,,Weekly
1798.0,62.0,Male,,Accessories,35.0,Oregon,L,Maroon,Spring,3.9,No,PayPal,2-Day Shipping,No,No,26.0,Venmo,Weekly
1799.0,,Male,Dress,Clothing,82.0,North Dakota,L,Magenta,Winter,3.7,No,Credit Card,Express,No,No,1.0,Cash,Weekly
1800.0,32.0,Male,Hoodie,Clothing,,California,,Charcoal,Fall,,,Debit Card,,No,No,,Venmo,
1801.0,22.0,Male,Coat,Outerwear,58.0,Mississippi,XL,Indigo,Winter,2.7,,Cash,Express,No,No,30.0,Credit Card,Weekly
1802.0,33.0,Male,Sweater,Clothing,57.0,New Jersey,M,Turquoise,Spring,,No,Credit Card,Express,No,No,48.0,,Fortnightly
,57.0,Male,,Clothing,96.0,,L,Turquoise,Winter,2.6,No,Bank Transfer,Store Pickup,No,No,31.0,Venmo,Bi-Weekly
1804.0,60.0,Male,Sneakers,Footwear,97.0,New Hampshire,S,Gray,Summer,3.5,No,PayPal,Free Shipping,No,No,33.0,Venmo,Fortnightly
1805.0,30.0,,Sweater,Clothing,42.0,Louisiana,L,Peach,Winter,4.4,No,Debit Card,Next Day Air,No,No,39.0,Credit Card,
1806.0,41.0,Male,T-shirt,Clothing,62.0,Arizona,L,Gold,Spring,4.9,No,,Store Pickup,No,No,46.0,Debit Card,Weekly
1807.0,58.0,Male,Handbag,Accessories,,,M,Green,Fall,3.9,No,Credit Card,Standard,No,,24.0,Venmo,Annually
1808.0,34.0,Male,Sneakers,Footwear,46.0,Vermont,L,Gold,Summer,3.5,No,PayPal,Standard,No,No,37.0,Venmo,Fortnightly
1809.0,,Male,Jacket,Outerwear,71.0,Tennessee,M,Lavender,Spring,4.3,No,Credit Card,Next Day Air,No,No,7.0,Debit Card,
1810.0,58.0,Male,,Accessories,99.0,Alaska,S,Blue,Fall,3.4,,Credit Card,Free Shipping,No,No,6.0,Debit Card,Fortnightly
1811.0,41.0,Male,Jeans,Clothing,28.0,Maryland,M,Magenta,Fall,2.7,No,Credit Card,,No,,,Cash,
,42.0,,Belt,Accessories,77.0,Wisconsin,L,Blue,Summer,3.6,No,Bank Transfer,Standard,No,No,33.0,Bank Transfer,Annually
1813.0,50.0,Male,Boots,Footwear,63.0,Nevada,S,Blue,Summer,4.9,,Venmo,Express,No,No,18.0,PayPal,
1814.0,40.0,Male,Shorts,Clothing,62.0,Illinois,M,Olive,Spring,3.5,No,Credit Card,Free Shipping,No,No,24.0,,Weekly
,32.0,Male,Jeans,Clothing,92.0,Montana,M,White,Summer,3.8,No,,Free Shipping,No,No,24.0,Cash,Quarterly
1816.0,51.0,Male,Shoes,Footwear,72.0,New Mexico,L,White,Winter,4.5,No,Venmo,2-Day Shipping,No,,48.0,Credit Card,Every 3 Months
1817.0,26.0,Male,Hat,Accessories,79.0,Virginia,M,Purple,Summer,4.0,No,Venmo,Express,No,,4.0,Cash,Weekly
1818.0,32.0,Male,T-shirt,Clothing,27.0,Delaware,,White,Summer,4.7,No,Credit Card,Free Shipping,No,No,20.0,Cash,Weekly
1819.0,58.0,Male,Sunglasses,Accessories,39.0,North Carolina,M,White,Fall,3.8,No,Credit Card,Express,,No,47.0,Debit Card,Every 3 Months
1820.0,51.0,Male,,Clothing,86.0,,S,Peach,Spring,4.5,No,Cash,Next Day Air,No,No,50.0,Cash,Quarterly
1821.0,19.0,Male,Shirt,Clothing,94.0,Washington,XL,Gold,Fall,5.0,No,PayPal,Express,No,No,31.0,PayPal,Monthly
1822.0,57.0,Male,Shorts,Clothing,53.0,Maine,M,Teal,Spring,2.8,,Credit Card,Express,No,No,29.0,,
1823.0,66.0,Male,Shirt,Clothing,85.0,Connecticut,S,Cyan,Summer,4.4,No,Cash,Standard,,No,4.0,Cash,Annually
,,Male,Socks,Clothing,50.0,Louisiana,L,Pink,Fall,,No,,Free Shipping,No,No,40.0,Bank Transfer,Bi-Weekly
1825.0,58.0,Male,Pants,Clothing,47.0,Illinois,,Magenta,Winter,3.8,No,Credit Card,Express,No,No,,Cash,Monthly
1826.0,23.0,Male,Boots,Footwear,75.0,South Dakota,M,Pink,,4.9,No,Bank Transfer,Next Day Air,,No,41.0,Credit Card,Weekly
1827.0,,Male,,,60.0,Indiana,M,Turquoise,Winter,4.2,No,PayPal,Express,No,No,44.0,Debit Card,Annually
1828.0,20.0,Male,T-shirt,,36.0,,S,Pink,,4.9,,Cash,2-Day Shipping,No,No,31.0,Bank Transfer,Weekly
1829.0,33.0,Male,Coat,Outerwear,80.0,New Hampshire,L,Gray,Spring,3.9,No,,Express,,,,Cash,Every 3 Months
1830.0,30.0,Male,Hat,Accessories,96.0,Oregon,,White,Spring,4.9,No,,2-Day Shipping,No,No,50.0,Credit Card,Quarterly
1831.0,50.0,Male,Sunglasses,Accessories,80.0,Kansas,,Blue,Winter,4.8,No,Credit Card,Express,No,,7.0,Venmo,Annually
1832.0,62.0,Male,Blouse,Clothing,71.0,Maine,M,Cyan,Summer,3.3,,Bank Transfer,Free Shipping,No,No,5.0,Bank Transfer,Every 3 Months
1833.0,69.0,Male,Jewelry,Accessories,29.0,Louisiana,M,Blue,Fall,4.6,No,Debit Card,Free Shipping,No,No,48.0,Cash,Monthly
,34.0,Male,Jewelry,Accessories,53.0,Louisiana,M,Yellow,Spring,4.5,No,Bank Transfer,2-Day Shipping,No,No,19.0,PayPal,Fortnightly
1835.0,49.0,,Skirt,Clothing,35.0,Indiana,M,Charcoal,Summer,4.1,No,Venmo,2-Day Shipping,No,,39.0,Venmo,Fortnightly
1836.0,65.0,Male,Scarf,Accessories,75.0,Kentucky,M,Lavender,Fall,3.2,No,Cash,2-Day Shipping,No,No,45.0,Credit Card,Quarterly
1837.0,,Male,Pants,Clothing,52.0,South Carolina,M,Teal,,4.2,No,Cash,2-Day Shipping,,No,35.0,Credit Card,Monthly
1838.0,41.0,Male,Hat,Accessories,77.0,Montana,M,Beige,Winter,4.8,No,PayPal,Free Shipping,,No,8.0,Venmo,
1839.0,37.0,,,Accessories,24.0,Vermont,L,Blue,Fall,4.1,No,Credit Card,Next Day Air,No,,11.0,Credit Card,Quarterly
1840.0,32.0,Male,Shirt,Clothing,78.0,Mississippi,XL,Purple,Winter,3.7,No,Venmo,Store Pickup,No,No,32.0,Cash,Annually
1841.0,42.0,Male,Sandals,Footwear,98.0,Wyoming,M,Gold,Winter,2.6,No,Cash,Store Pickup,No,No,46.0,Bank Transfer,Every 3 Months
1842.0,31.0,Male,Socks,,57.0,Vermont,L,Blue,Winter,3.0,No,Debit Card,Standard,No,,7.0,PayPal,Every 3 Months
1843.0,61.0,Male,Handbag,Accessories,78.0,Alabama,M,Black,Summer,,No,Bank Transfer,Express,No,No,1.0,Debit Card,Annually
1844.0,36.0,Male,Jacket,Outerwear,76.0,Kentucky,,Charcoal,Fall,4.7,,Bank Transfer,Next Day Air,No,No,32.0,Credit Card,Monthly
1845.0,60.0,Male,Shorts,Clothing,26.0,South Dakota,M,Purple,Spring,2.7,No,Venmo,2-Day Shipping,No,No,31.0,Credit Card,Annually
1846.0,,Male,Sandals,Footwear,78.0,Delaware,M,Orange,Winter,2.8,No,,,No,No,39.0,Bank Transfer,
1847.0,68.0,Male,Scarf,Accessories,53.0,Wisconsin,M,,Summer,2.9,No,Debit Card,Standard,No,No,9.0,Venmo,Quarterly
1848.0,46.0,Male,,,100.0,,XL,Cyan,Summer,,No,Debit Card,Free Shipping,No,No,49.0,Credit Card,Weekly
1849.0,19.0,Male,Jeans,Clothing,,Maine,XL,Yellow,Winter,2.7,No,Credit Card,,No,No,34.0,Cash,
1850.0,30.0,Male,Skirt,Clothing,40.0,New Mexico,M,Maroon,Winter,4.5,No,Credit Card,Store Pickup,No,No,35.0,,Monthly
1851.0,51.0,Male,Gloves,Accessories,76.0,Wyoming,S,Black,Winter,2.8,No,,Store Pickup,No,No,50.0,,Weekly
1852.0,28.0,Male,Skirt,Clothing,,,S,Lavender,Fall,3.1,No,Venmo,Free Shipping,,No,4.0,,
1853.0,41.0,Male,,Clothing,80.0,Pennsylvania,XL,Violet,Winter,3.8,No,Cash,Store Pickup,No,No,32.0,,Weekly
1854.0,29.0,Male,Blouse,Clothing,67.0,North Dakota,XL,Olive,,2.9,No,,Express,,No,,PayPal,Fortnightly
,25.0,Male,Sweater,Clothing,61.0,Kentucky,,Teal,Spring,3.8,No,Credit Card,Express,No,No,49.0,Credit Card,Annually
1856.0,,,,Clothing,76.0,Rhode Island,XL,,,4.7,No,Bank Transfer,Standard,No,No,9.0,,
1857.0,63.0,Male,Jewelry,Accessories,55.0,Arizona,,Beige,Summer,,No,Venmo,Free Shipping,No,No,30.0,,Bi-Weekly
1858.0,51.0,Male,T-shirt,,85.0,Colorado,L,Maroon,Summer,4.0,No,,Next Day Air,No,,33.0,Cash,Monthly
1859.0,22.0,Male,Scarf,Accessories,,Maine,S,Peach,Spring,4.9,No,Venmo,2-Day Shipping,No,No,8.0,Debit Card,Annually
1860.0,54.0,Male,Belt,Accessories,26.0,New Jersey,L,Beige,Summer,3.7,No,Credit Card,Store Pickup,No,No,29.0,Debit Card,Fortnightly
1861.0,18.0,Male,T-shirt,Clothing,64.0,Kansas,M,Silver,Summer,4.8,No,Credit Card,Next Day Air,No,No,4.0,Credit Card,Monthly
1862.0,29.0,Male,Sneakers,Footwear,60.0,South Dakota,S,Peach,Fall,3.6,No,Bank Transfer,Standard,No,,19.0,Debit Card,Monthly
1863.0,59.0,Male,Gloves,Accessories,36.0,New Hampshire,M,Turquoise,Winter,4.6,No,Debit Card,Express,No,No,10.0,PayPal,Fortnightly
1864.0,25.0,Male,,Footwear,,,L,Orange,Spring,,No,Venmo,2-Day Shipping,No,No,,Debit Card,Monthly
1865.0,19.0,Male,Backpack,Accessories,72.0,Wyoming,S,Cyan,Fall,3.2,No,Bank Transfer,2-Day Shipping,No,No,21.0,Venmo,Quarterly
1866.0,56.0,Male,,Clothing,62.0,Missouri,S,Silver,Summer,3.8,,Venmo,Store Pickup,No,No,12.0,Bank Transfer,Monthly
1867.0,31.0,Male,T-shirt,Clothing,44.0,Alaska,XL,Gold,Winter,4.2,No,,Standard,No,No,9.0,Credit Card,
1868.0,45.0,Male,Skirt,Clothing,52.0,Delaware,M,Brown,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,20.0,Venmo,Quarterly
1869.0,23.0,Male,Gloves,Accessories,,Indiana,M,Silver,,4.7,No,Bank Transfer,Next Day Air,No,No,44.0,Cash,Fortnightly
1870.0,18.0,Male,Blouse,Clothing,77.0,West Virginia,S,Beige,Spring,3.9,No,PayPal,2-Day Shipping,No,No,16.0,Debit Card,Every 3 Months
1871.0,43.0,Male,Blouse,Clothing,99.0,Wyoming,L,Violet,Spring,4.3,,Debit Card,Store Pickup,No,No,27.0,Debit Card,Fortnightly
1872.0,56.0,Male,Jeans,Clothing,96.0,Illinois,XL,Violet,Fall,2.7,No,Bank Transfer,Standard,No,No,14.0,Cash,Every 3 Months
1873.0,43.0,Male,T-shirt,Clothing,64.0,Alaska,M,Lavender,Summer,4.6,No,Credit Card,Standard,No,No,24.0,Credit Card,Monthly
,64.0,Male,Sweater,Clothing,44.0,Wisconsin,XL,Red,Fall,2.9,No,Credit Card,Express,No,No,49.0,Bank Transfer,Weekly
1875.0,67.0,Male,,Clothing,33.0,Indiana,L,Purple,Fall,3.6,No,Cash,Free Shipping,No,,14.0,Cash,Weekly
1876.0,63.0,Male,Boots,Footwear,,Tennessee,M,,Winter,3.9,No,,Next Day Air,No,,6.0,Credit Card,Quarterly
1877.0,54.0,Male,Skirt,Clothing,36.0,Illinois,M,Gray,Fall,2.6,No,Credit Card,Standard,No,No,20.0,Venmo,Quarterly
1878.0,69.0,Male,Gloves,Accessories,62.0,Pennsylvania,L,Pink,Fall,,No,Cash,Express,No,No,3.0,Credit Card,Annually
1879.0,34.0,Male,Socks,Clothing,29.0,Oklahoma,L,Magenta,Summer,3.4,No,Credit Card,Store Pickup,No,,5.0,Credit Card,Monthly
1880.0,56.0,Male,T-shirt,Clothing,33.0,Tennessee,,Charcoal,Spring,3.5,No,Debit Card,Express,No,No,46.0,Cash,Bi-Weekly
1881.0,34.0,Male,Blouse,Clothing,33.0,,L,Yellow,Fall,3.1,No,PayPal,2-Day Shipping,No,No,8.0,Debit Card,Monthly
1882.0,58.0,Male,Blouse,Clothing,41.0,New Jersey,M,Red,Winter,4.3,No,Bank Transfer,Standard,,No,,Cash,
1883.0,44.0,Male,Scarf,,54.0,Tennessee,L,Blue,Winter,5.0,No,Debit Card,Store Pickup,No,No,25.0,Bank Transfer,Quarterly
1884.0,25.0,Male,Backpack,Accessories,58.0,,M,Cyan,Spring,4.9,No,PayPal,Store Pickup,No,No,39.0,Debit Card,Fortnightly
1885.0,,Male,Shorts,Clothing,30.0,,S,Pink,Summer,4.3,No,Bank Transfer,,No,No,15.0,Bank Transfer,Bi-Weekly
1886.0,26.0,Male,Jewelry,Accessories,53.0,Nevada,S,Maroon,Winter,4.4,,Credit Card,Standard,No,No,35.0,Cash,Monthly
1887.0,18.0,Male,Gloves,Accessories,91.0,Arkansas,L,Beige,Spring,4.4,No,Cash,Next Day Air,No,No,46.0,Cash,Bi-Weekly
,64.0,Male,Hoodie,Clothing,44.0,North Dakota,XL,Gold,Fall,3.5,No,Cash,,No,No,3.0,PayPal,Monthly
1889.0,62.0,Male,Hoodie,Clothing,89.0,South Dakota,XL,Turquoise,Winter,3.4,No,Bank Transfer,,No,No,48.0,Credit Card,Weekly
1890.0,59.0,Male,,Clothing,57.0,North Carolina,L,,Spring,2.5,No,Debit Card,Next Day Air,,No,27.0,Bank Transfer,Weekly
,36.0,,Sunglasses,Accessories,57.0,Hawaii,M,Lavender,,3.4,No,Debit Card,Store Pickup,No,No,5.0,,Weekly
1892.0,69.0,Male,Jewelry,Accessories,74.0,New Hampshire,M,Gray,Summer,2.6,No,Venmo,Next Day Air,No,No,48.0,Debit Card,Quarterly
1893.0,39.0,Male,Jacket,Outerwear,,California,M,Blue,Fall,4.6,No,,2-Day Shipping,No,No,12.0,Venmo,Weekly
1894.0,28.0,Male,Dress,Clothing,20.0,Delaware,L,Red,Summer,3.7,No,Venmo,Express,No,No,10.0,,Fortnightly
1895.0,42.0,Male,Hoodie,Clothing,90.0,Arizona,M,Purple,Fall,2.5,No,Credit Card,Free Shipping,No,No,48.0,Debit Card,Bi-Weekly
1896.0,31.0,Male,Jeans,Clothing,,Washington,L,,Fall,4.5,No,,Express,No,No,,Debit Card,Monthly
1897.0,57.0,Male,,Footwear,51.0,Nevada,M,Gold,Fall,2.9,No,Cash,Standard,No,No,19.0,Venmo,Monthly
1898.0,53.0,Male,Sunglasses,Accessories,97.0,Alaska,L,Teal,Winter,2.9,No,Venmo,Free Shipping,No,No,11.0,Debit Card,Fortnightly
1899.0,59.0,Male,Pants,Clothing,97.0,Texas,L,,Fall,3.5,No,PayPal,Next Day Air,No,No,25.0,Venmo,Monthly
1900.0,32.0,Male,Shorts,Clothing,40.0,New York,L,Maroon,,4.2,No,Venmo,Store Pickup,No,,42.0,,Weekly
1901.0,,Male,Jewelry,Accessories,85.0,Iowa,S,Blue,Summer,3.3,No,,Free Shipping,No,,34.0,Cash,Quarterly
1902.0,56.0,Male,Socks,Clothing,,Arizona,S,Beige,Winter,3.9,No,Venmo,Store Pickup,No,,50.0,Cash,
1903.0,31.0,Male,Sandals,Footwear,22.0,New Mexico,S,Olive,Spring,5.0,No,Bank Transfer,Store Pickup,No,No,21.0,Venmo,Monthly
1904.0,59.0,,Pants,Clothing,63.0,North Carolina,M,Gold,Summer,3.3,No,Bank Transfer,Standard,No,No,,Bank Transfer,
1905.0,22.0,Male,T-shirt,Clothing,71.0,Nevada,,Silver,Spring,4.2,,PayPal,Free Shipping,No,No,46.0,Cash,Monthly
1906.0,47.0,Male,Boots,Footwear,35.0,Idaho,M,Teal,Summer,4.9,No,Debit Card,2-Day Shipping,No,No,14.0,Bank Transfer,Fortnightly
1907.0,23.0,Male,Backpack,Accessories,30.0,,M,,Spring,4.6,No,Bank Transfer,2-Day Shipping,,No,24.0,PayPal,Fortnightly
1908.0,69.0,,Skirt,,74.0,New Mexico,L,Orange,Fall,4.8,No,Cash,Store Pickup,No,No,36.0,Credit Card,Every 3 Months
1909.0,18.0,Male,Scarf,Accessories,71.0,Georgia,XL,Charcoal,Winter,,No,Credit Card,Next Day Air,No,No,19.0,Debit Card,Bi-Weekly
1910.0,50.0,Male,Sweater,Clothing,84.0,Kentucky,S,,Spring,4.3,No,PayPal,Store Pickup,No,No,12.0,Credit Card,
1911.0,29.0,Male,Sandals,Footwear,38.0,New York,S,,Fall,3.8,No,Venmo,Express,No,No,13.0,Debit Card,Quarterly
1912.0,65.0,Male,Jewelry,Accessories,,Arizona,M,Gray,Spring,4.9,,Credit Card,Express,No,No,32.0,Debit Card,Bi-Weekly
1913.0,29.0,Male,Sweater,Clothing,56.0,Colorado,S,Charcoal,Winter,3.4,No,Cash,2-Day Shipping,No,No,5.0,Credit Card,Bi-Weekly
1914.0,,,Skirt,,48.0,Kentucky,M,Peach,Winter,3.6,No,Venmo,,No,No,,Cash,Annually
1915.0,28.0,Male,Shorts,Clothing,97.0,Alaska,L,,Fall,,No,Venmo,Standard,No,No,,Credit Card,Fortnightly
1916.0,51.0,Male,Backpack,Accessories,74.0,Alabama,M,Magenta,Fall,4.7,No,PayPal,2-Day Shipping,,No,44.0,Cash,Weekly
1917.0,26.0,Male,Hoodie,Clothing,50.0,Connecticut,S,Beige,Winter,3.0,No,PayPal,Next Day Air,No,No,,Debit Card,Bi-Weekly
1918.0,38.0,Male,Skirt,Clothing,71.0,Hawaii,,Black,Winter,3.4,No,Venmo,Free Shipping,No,No,35.0,PayPal,Bi-Weekly
1919.0,35.0,Male,Skirt,Clothing,33.0,Idaho,S,Purple,Summer,4.6,No,PayPal,Standard,No,No,33.0,Debit Card,Monthly
1920.0,34.0,Male,Backpack,Accessories,,Virginia,M,Olive,Summer,3.1,No,Credit Card,Express,No,No,20.0,PayPal,
1921.0,51.0,Male,Blouse,Clothing,84.0,Connecticut,M,,Spring,2.8,No,Bank Transfer,Standard,No,No,,Cash,
1922.0,47.0,Male,Shirt,Clothing,36.0,Michigan,M,Green,Fall,3.5,No,Cash,Store Pickup,No,No,13.0,Venmo,Annually
1923.0,18.0,Male,Gloves,Accessories,63.0,,S,Peach,Summer,4.6,No,PayPal,Standard,No,No,9.0,PayPal,Monthly
1924.0,64.0,,Sandals,Footwear,36.0,Nebraska,XL,Blue,Summer,,No,PayPal,Standard,No,No,7.0,Cash,Annually
,30.0,Male,Jacket,Outerwear,63.0,Michigan,,Gray,Fall,4.8,No,Venmo,Free Shipping,No,No,42.0,PayPal,Quarterly
1926.0,59.0,Male,Sneakers,Footwear,32.0,,L,Black,Winter,2.9,No,Venmo,,,No,44.0,Credit Card,Fortnightly
1927.0,66.0,Male,Backpack,Accessories,93.0,New Mexico,M,Silver,Spring,3.0,No,Venmo,Express,No,No,6.0,PayPal,Annually
,40.0,Male,Pants,Clothing,29.0,Florida,M,Pink,Summer,2.9,No,Debit Card,Standard,No,No,8.0,Cash,
1929.0,25.0,Male,Sunglasses,,,Mississippi,S,Lavender,Summer,3.7,No,PayPal,Standard,No,No,10.0,PayPal,Weekly
1930.0,59.0,Male,Jeans,Clothing,33.0,Hawaii,L,Brown,Fall,4.7,No,Debit Card,Standard,No,,46.0,Venmo,Quarterly
1931.0,66.0,Male,Pants,Clothing,52.0,North Carolina,L,Turquoise,Spring,3.5,,Bank Transfer,Store Pickup,,No,26.0,,Weekly
